,Unnamed: 0,Language,USER_COMMENT,Toxicity,Obscene,Insult,Sexual_Explicit,Identity_Attack,Threat,not_offensive
286,286,M,"Mela mhux kuntent Malta?

A- Financial services. Hemm flus kbar fl linja. Tinsiex li hi l belt kapitali finanzjajra tal Ewropa

B- Sir plumber/electrician kwalifikat (kwalifikat bl kwaliki taghhom mhux stil Kuntrattur Malti). Meta irangajt l flat ikalkulajt li haduli iktar milli kieku hallast professur.

C- Idhol fl linja (ex IT) u super specialise, b'mod li ftit huma tajbin daqsek. Naf kumpaniji li halsu ghal consultancy bl £500 is siegha u maghhom trid izid t travelling expense.

Dawk zewg ideat biss min hafna.",1,1,1,0,1,0,0
287,287,M,Meta tkun ghadek taht l-effett tal-pirmli jew l-alkohol tiktibx hmerijiet hawn.,0,0,0,0,0,0,1
288,288,M,Meta trid niltaqghu ghal glixkun birra ta siehbi joey bla kukki muscat,0,0,0,0,0,0,1
289,289,M,Mhux bhal tieghek mela... Insomma minn kliemek ma tantx tidher li ghandek xi wiehed anyway... Kompli tbahnan wahdek imbecili bil-pedigree....,1,0,1,0,1,0,0
290,290,M,"Mhux hekk . I’m ok f0k you jack . L aqwa li int sewwa . X titnejjek me nn dawk l pensojanti li m ghandomx ghixa ta lejl . X titnejjek minn pajjizek li spicca ir redikolu tal ewropa . L aqwa li taqbad zi cheque ta 100 ewro li inhallas ghalih jien bit taxxi . Imma tibzax in nies tinduna qeghda u itlob l alla li
L pn ma jirpiljax ghax jekk titilfu elezjoni tkun ghalaat 150 sena biex terga tara l gvern ! Imbarazz bhalek nusterhom nitqazek u nikunsidrak parasita tas socjeta",1,0,1,0,1,1,0
291,291,M,"Mhux min ghonqom kienu qed jaqbduhom imma min x'imkien iehor !!

U x'ghanda x'taqsam is-suttana u it-tfal. Tuzax l'artiklu ghal skopijiet ulerjuri tieghek.",0,0,1,0,1,1,0
292,292,M,Min jaf kemm fraht meta Gonzi gabek tallab ? !!! :))),0,0,1,0,0,1,0
293,293,M,Min jaf kieku ghandna l-kapital punishment kif kienu jaqbzu fuqna tal-EU u jghajjruna slavag u ghadna lura u li qeghdin niksru d-drittijiet tal-bniedem!,0,0,0,0,1,0,0
294,294,M,"Min jaf min qiegħed jaqa' għan-nejk fil-verita'!
U int allura li 'l ors tiegħek tidher li tieħu pjaċier b'kull ħaġa li tmur kontra Muscat, tippretendi li bniedem attakkat il-ħin kollu m'għandux dritt imur ifittex rimedju l-qorti? Jien nistaqsi għalfejn il-qorti f'każ bħal dan tirrifjuta li tesebixxi dokumenti li jkunu juru prova.",0,0,0,0,0,0,1
295,295,M,"Min jitkellem favur dal-genn bilfors qed igawdi....minn b'xi mod jew iehor, a skapitu li qed jaghmlu hajjet il-maltin infern u anke ta' dawk li qed jigu sfruttati...viva s-socjalizmu verzjoni maltija!",0,0,1,0,1,0,0
296,296,M,"Minor problem? Perhaps you say so because so-called asylum seeker landings have been contained drastically of late but the possibility of large numbers arriving is always there. If there may be other preoccupations, 
such as the ones you mention, this does nothing to reduce the danger of numerous uninvited migrant arrivals. Problems are not mutually exclusive.",1,1,1,0,1,0,0
297,297,M,"Mintoff halla mizbla . Pajjiz tat tielet dinja . L uniku haga sura li ghamel ivvota kontra sant u waqa l labour wara 22 xaghar . Il gid kollu li qieghed tgawdi kollu frott il pn . Li kien ghalik bqajna barra l eu .

Labour anqas settur wiehed ma halaq f ghaxar snin . Ghandek dritt ghal opinjoni , imma tipretendiex li se nirtispetak taghha . Ghax int parti mill hmieg li hawn fil pajjiz .",0,0,1,0,1,1,0
298,298,E,Miracles do happen during Labour admirations. This is one of them.,0,0,0,0,0,0,1
299,299,M,Mohi seren ax naf tajnikom 10 tkaxkirit u isa 11….opozizjoni bis hakuni tafu intom tal gonzipn falejtu pajis u ahna gibnih laqwa lewropa,1,1,1,0,0,0,0
300,300,E,"Most of the people that are in prison is due to cannabis, drugs, alcohol and marriage . Avoid these things to live in peace and in good health.",0,0,0,0,0,0,1
301,301,E,Multiculturalism failed in countries outside Malta and we're no special than any other. Locals who ignore the dangers of illegal immigration haven't the slightest idea what is happening in neighbouring E.U countries.,1,0,1,0,1,0,0
302,302,M,Mur itlob ghall ghajnuna ghax ma inti xejn sew !,1,0,1,0,1,0,0
303,303,M,Mur tnejjek..,1,0,1,0,0,0,0
304,304,E,Muscat now stopped saying let the institutions do their work. Now he wants to interfear in the law courts. I wonder what makes him change his mind??? LOL,0,0,0,0,1,0,0
305,305,E,"My grandmother's brother got blacklisted because of his political belief. He died decades ago but he still held strong feelings against the PN even after almost all those who blacklisted him were gone. In fact he never visited Malta during the nationalist administration which was a shame considering that he only visited Malta once or twice in a 25 year period. I left because I wanted to broaden my horizons and came back because my elderly parents needed me. I do sympathize with those who have Maltese tinted glasses while living abroad as I fell into that trap myself. You miss the neighborhood you were born in, the kinnie and pastizzi etc. Yet I assure you that's all an illusion. I assure you that Malta has changed radically in the past years let alone decades",0,0,0,0,0,0,1
306,306,E,My mother was ill and since I was abroad my father went with her. A check up would have been dealt at the polyclinic. Surely someone who worked in hospital would know that. She was sent from the polyclinic to hospital for a reason,0,0,0,0,0,0,1
307,307,M,Nahseb ha jifqala mohha b'lerf.,0,0,0,0,0,0,1
308,308,M,"Naqra kummenti bhal tieghek, u nhossni kburi li minniex parti mil-partit tieghek. Kien hemm zmien meta kont inhossni at home fil-labour, ivvutajt ghalieh ghax emmint li se nara bidla.

Nies bhalek huma r-raguni ghalfejn qatt ma nerga nivvota Labour.",0,0,0,0,1,0,0
309,309,M,Nippreferi nhammel il-fosos milli nkun floku. Nippreferi ma jkollix x'niekol milli naghmel dak ix-xoghol.,0,0,1,0,1,1,0
310,310,M,Nispera li issa jkun hemm investgazzjonijiet fuq il-blue badges u dawk il-parking bays li huma ghall-persuni b'dizabbilita' ghax cert li anke f'dawn hemm abbuzi. Mhux daqshekk normali li wiehed jara xi 6 minn dawn il-parking bays fi triq wahda jew tnejn ma' genb xulxin.,0,0,0,0,1,0,0
311,311,M,Nixtieq inkun naf ghalxiex irrestawraw il-forka biex imbghad kaz bhal dan ma tintuzax!,0,0,0,0,0,0,1
312,312,E,"No Actually I am not including myself as I do not waste ALL my life hating a religion and people whom I do not know, nor do I waste my life throwing unfounded accusations over the good intentions of other.",0,0,0,0,0,0,1
313,313,E,No he has a point. Lately Ms Michelle Muscat from the restaurants association said that most restaurants are making 2% profit at the end. If this is true they should close down and government should insist that the catering industry should employ a certain percentage of Maltese employees.,0,0,1,0,1,0,0
314,314,E,"No it is fact. It wasn't that long ago that the Maltese couldn't afford to go and eat in restaurants, and cooking at home on kerosene cookers. And now you got Maltese women who are high maintenance that need their heads read. You are the dreamer buddy.",0,0,0,0,0,0,1
315,315,E,No problem when the Gay/Lesbian Movement started in Malta they only had a handful at the march protest but look at it today.,0,0,0,1,0,0,0
316,316,E,"No to terrorism but YES to Barbarism
Start Protesting about such Barbaric ACTS

An unnamed Sri Lankan maid and mother of two was sentenced to be stoned to death in August in Saudi Arabia after being found guilty of adultery. But unexpectedly, Saudi Arabian
officials have just re-opened her case. Now is our chance to get her freed.
Please sign the petition!
As of November, Saudi Arabia had put 151 people to death, for crimes that range from murder to adultery and apostasy. In this case, reports say thebaric ACTS man involved in the incident was sentenced to 100 lashes and set free, simply because he is single and the woman is married.

Stoning is just as horrible as it sounds. The woman would be bound up in public, and men would throw stones at her head until she dies a slow and painful death. This extremely harsh punishment is cruel and excessive for the crime, and we have a rare 
opportunity to raise our voices across the world to speak out for her release.",0,0,0,0,0,0,1
317,317,E,"No, divi doesn't like porn! She likes to recite the rosary 3 times a day for Jay-Sin's soul because he has a FATWA on his head, miskin!",0,0,1,0,0,0,0
318,318,E,"No, he warned about it. The only one in government to acknowledge the problem of an economic model based on immigration. So don't shoot the messenger.",0,0,0,0,0,1,0
319,319,E,"Non-EU workers up by 8.5% in first half 2023.

Under the corrupt Labour government the over pupulation is exploding at a faster rate .
And us the Maltese have to wait 12 hours at the Emergency at Mater Dei and continue to stay stuck in traffic.

Very shortly the Maltese will become a minority in our country..

Shame on you Robert Abela and your gangsters at Castille",0,0,0,0,1,0,0
320,320,E,Not a dickwipe like you surely,1,1,1,0,1,0,0
321,321,E,"Not as cornered as the PN in its present dire straits.

Keep Benny and keep laughing.",0,0,1,0,0,0,0
322,322,E,Not at all. You seem to miss that the court had already issued a protection order…and this was apparently even breached multiple times. The effectiveness of electronic tagging has been proven. Just do a simple internet search on the effectiveness of electronic tagging in case of domestic abuse.,0,0,0,0,0,0,1
323,323,E,Not moaners those that do not get them coming to their shores,1,0,0,0,0,0,0
324,324,E,OK now make her pay back TO THE LAST CENT all the benefit money she received. When I read these stories and remember the scary amount of tax that is deducted from my monthly salary I feel furious and wanting to cry at the same time. The doctor who signed this should be investigated and if found guilty (which clearly he is and not for this particular case only) he should be sentenced to EFFECTIVE jail time. This is daylight robbery from hardworking taxpayers. SHAME ON YOU SILVIO GRIXTI.,0,1,1,0,1,1,0
325,325,E,Obviously you believe in genocide by multicult. It's nothing but balkanized identity groups with the cancerous Islamic kicker doing the same thing in Canada as they have already done in Europe.,0,0,1,0,1,1,0
326,326,E,"Of course it is. One can already hear foreigners talking fluent Maltese decorated with Foxies, Zigzags and the Holy.",0,1,1,0,1,0,0
327,327,E,"Of course the board must be in on it. How could they havre missed so much for so long. Either in on it, or perhaps, totally incompetent to the point of being comatose when processing applications. Which begs the question, why were they appointed and by whom?",0,0,0,0,0,0,1
328,328,E,Of course they were in on it. Like the blue disabled parking scheme. It's all a scam.,0,0,1,0,1,0,0
329,329,E,Once a migrant's asylum application is refused they should be considered as illegal invaders.,1,0,1,0,1,0,0
330,330,E,Once the EU failed to jave all members share the great numbers of illegal migrants that every year reach Europe one cannot day that this plan has solved the problem æpofthose of thosee countries that receive the greatest number of migrants,1,0,1,0,1,0,0
331,331,E,"Orrajt,hi ,mela, ejja ,ehe ,tahux hekk hu?, let us not forget the flowery expressions with private body parts, and of course the mention of most saints. That, is what makes up the basic phrases in Maltese as spoken by the majority",0,0,0,0,0,0,1
332,332,E,"Our constitution envisages a state of emergency that does not refer to a war, nor to a Presidential proclamation, nor to a resolution of Parliament, but an emergency that threatens the democratic institutions or the well- being of the community.
One definition of “emergency” describes it as some dangerous thing requiring immediate action in order to avoid harmful effects.
The writing is on the wall. There are clear signs that a situation is going to become difficult. Scandals are the order of the day; public institutions fail regularly. Today’s STOM on a societal nightmare, this piece, an underlying general uneasiness, the environment, construction, traffic, claustrophobia bear witness.
In her inaugural speech the President herself is worried. The Constitution could provide her with a remedy. The President may at any time prorogue Parliament. It is an emergency but necessary measure.
To prorogue is to stop the activities of a parliament for some time without dissolving it for the executive to mend its ways.",1,0,0,0,0,1,0
333,333,E,"Over 70 years ago we had a country where the far right had taken the leadership of a country, blaming the jews, communists, gypsies, homosexuals, for all the ills in the country.

That not only led to a world war, but also to the genocide of jews and others in the many millions.

Whenever the far right gets in power then it slowly starts nibbling at everybody's rights, an example would be Hungary where the government has changed the constitution to 
limit or remove the rights of the free press, the NGOs, the rights of women, the rights of the disabled, the rights of there LGBT communities the Roma as well as removing the independence of the judiciary.

The same or similar is happening in Poland.",0,0,0,0,0,0,1
334,334,E,"PLEASE, don't insult dog sh!t!",0,1,1,0,0,0,0
335,335,E,PUSH BACK!,1,1,1,0,1,1,0
336,336,E,Parents are their to protect their children from bad people. This is Horrible and unexpected.,0,0,0,0,0,0,1
337,337,E,"Paroli fil vojt. That is because you seem to have the same mentality.
Of course there is solution to these issues.
Yes you are right that human atrocities will continue for as long as humans exixt.

But you are wrong to think that there is no solution that can help. We do not have the police training and police processes in place that go a long way to hlep the person and that can PREVENT this from happening.
Do you know what it means, when facts say that she fled the health centre to go file a report that her husband went to find her and assauted her - and she had to wait 7 hours for nothing.
And poor girl, she had to again risk here life to do her bit and went the next day, once more.
Imagine she was your daughter if you have a heart!

This means pure and simple that normal police officers that we have at the police statin are workers that have not yet been trained to make the transition from workers to MANAGEMET.
They do not realise that these probems need to be Managed Professionally enough and that they need to give them their full attetion and the time which they deserve.

A trained police officer should have been sent to look for this man and arrest him and keep him locked up for 24 hours and warn warn him repeatedly.
These people know that the police are weak.

You say so beause you not understand to",0,0,1,0,0,0,0
338,338,M,Paxxut nixxaħxaħ fis-sodda f'dan il-ksieħ tax-xitwa. Been a man of leisure for some years now and I take every minute of a healthy life that I am granted as a nice bonus. I wish this serene feeling on all people of good will.,1,0,0,0,0,0,0
339,339,E,Perhaps there will be a post from Mr. [USER]?,0,0,1,0,1,0,0
340,340,E,"Poor kids

Paedos the filthiest
scum of the earth

bring back The Firing Squads",0,1,0,0,0,0,0
341,341,M,"Prosit u Kuragg Repubblika

Dr Jason Azzopardi u Dr Robert Aquilina, il-Maltin ta’ rieda tajba jafu li ghankom ragun",0,0,1,0,0,0,0
342,342,M,"Prosit, ghidilhom lil dawn il qabda riklami tac cwiec.",1,1,1,0,1,0,0
343,343,E,Putting the onus on them is a recipe for failure. They shouldbe forcibly removed from society until such time that they stop being a danger to others. And then monitored closely to ensure that they don't go back to their old ways.,0,0,0,0,0,0,1
344,344,M,Qabez ic-CUC lol,0,0,1,0,1,0,0
345,345,M,"Qatt ma kellna Ex-Prim Ministru li jqatta hajtu wara li (kellu) jirrizenja, kwazi kuljum diehel u hiereg il-qorti..
.
Jghidu li kien l-aqwa prim ministru ta Malta, imma l-unika kriterja li tintuza ghal dan it-titlu hu li ta tkaxkira wara ohra lil oppozizzjoni imfarrka...
.
Sa frattant, l-aqwa prim Ministru ta Malta ma rnexxielux jaghmel 2 legislaturi shah..
.
Fi zmienu inqatlet gurnalista
.
Fi zmienu Malta infaqet barranin (mhux mill-ewropa)
.
Fi zmienu Malta intliet konkos u bini u naqsu spazji miftuha
.
Fi zmienu it-traffiku sploda.. anka sibt u hadd, fejn kont tiehu gost tohrog dawra sirt issib it-traffiku
.
Fi zmienu tajna il-flus lil barranin attaparsi ha jibnu sparijiet godda imma fil-verita kull ma ghamlu komplew joperaw l-unika sptar li ghandna igifieri l 400 miljun haduhom ta xejn
.
Fi zmienu meta il-prezz taz-zejt naqas ghal 30 dollaru il-barmil, bqajna nixtru il-petrol bl-istess prezz ta meta kien 130 dollaru il-barmil.. bl-iskuza biex inhallu il-prezz stabbli
.
Fi zmien (ok wara zmienu - imma habba il-persuna li kien jafda) falliet l-AirMalta
.
Tal-biza dan ir-ragel..pajjiz qerdu.. imma jibqa il-King ghax taghhom tkaxkira kbira lil dawk l-antipatki.. ma jimpurtax x'jigri mill-pajjiz.. l-aqwa li jibqghu fl-oppozizzjoni ghax ahna dik jinteressana mhux mill-pajjiz!",1,0,0,0,1,0,0
346,346,M,"Qatt saru xi protesti, meta wara li l-pulizija ikunu ghamlu tant xoghol biex itellghu lil xi ragel il-qorti, kultant anke fuq rapporti foloz, in-nisa iwaqqghu il-kaz u jerghu imorru jifthu saqajhom ma dak li jkunu irraportaw. In-nisa ghandhom izommu lir ragel kuntent id-dar.",1,1,1,1,1,0,0
347,347,E,Quite a number of foreigners are only carers after they take a crash course locally upon their arrival.,1,1,1,0,1,0,0
348,348,E,"Remember the percentages should be compared to the adult population - not including the indiginous children. That is when the ratio balloons way beyond that quoted. As for presenting an image of affluent Malta, with a screaming need for foreign nationals delivering 'take-aways, is a disgusting example of exploiting people who will do anything to scrape a meagre living, no matter what the hardship. to support a family from whence they originate.",0,0,1,0,1,0,0
349,349,E,Restaurants had mushroomed across the islands to the point that there's a saturation of them. Cost cutting meant that TCNs were hired instead of locals/EU citizens because they are cheaper. The government should have anticipated and tackled that by granting less licenses. But god forbid that ever happened else how on earth are we going to fill those precious apartments currently being mass produced by the government's mates?,0,0,0,0,0,0,1
350,350,M,"Robert gab il-pajjiz il-mizbla tal-barranni, I qieghed hemm bis-sahha taghkom. Mhux ta b'xejn taghkom il-bewsa tal-hajja.
Robert ghalikom gied iktar min Daphne,Simon u Aquilina f'salt.",0,0,0,0,1,0,0
351,351,E,"SOME free advice to #Weatherman [USER] - David Agius, wannabe MEP AT European parliament ....

Go to sleep .... and pray for brains !",0,0,1,0,1,1,0
352,352,M,"Safratant tinheba wara isem falz , bahn[USER] kollok u bla b[USER] !",0,0,0,0,0,0,1
353,353,M,Safrattant lil Daphne qatt ma arrrestawha fuq vjolenza domestika?,0,0,0,0,1,0,0
354,354,M,Sahansitra kienu qamu l-mejtin...biex jivvutaw.,1,1,1,0,0,0,0
355,355,E,"Save your tears for his victim. Stop making excuses for him, no one forced him to take drugs, it was his choice.",1,0,1,0,1,0,0
356,356,E,Seems like miracles actually happen??‍♂️,0,0,1,0,0,0,0
357,357,M,Sewwa qed tghid imma fil-prattika hi soluzzjoni difficli biex tatwa.,0,0,0,0,0,1,0
358,358,E,Sick people ?,1,1,1,0,1,0,0
359,359,E,"Since we are a country supposed to be the envy of Europe, one assumes that action will be taken against whoever was conducting the interview who did not take action seeing someone certified as being completely paralysed walking into their office.",1,0,1,0,1,1,0
360,360,E,Singapore does a pretty good job of it,0,0,1,0,1,0,0
361,361,M,"Skoss argumenti tal bigilla

1. kemm hawn maltin lesti izommu lil ommom / missierhom ta 80 sena dar iduru bieh jew johduh jghix mahhom? nigarantilek li naqsu bil bosta dawk l-maltin

2. saqsi lil zaren vassallo kemm issib maltin lesti jahdmulu ?

3. saqsi lil zaren vassallo, u lil charlo bonnici ex pn li jahdem mieghu kemm ihalsu pagi u ghax ma jgibux nies ewropew izda jippreferixxu lil TCN's

4. saqsi ukoll lil PN ghaliex leweel jipridkaw kontra TCN's mbad iqabdu lil Indjani inadfulom.",0,0,0,0,0,0,1
362,362,M,Skuzani ma ridtx noffendilek lil Dik l-imxajtna ?,1,1,1,0,1,0,0
363,363,M,Smajt u rajt ghexxati f’hajti……imma lilek hadd ma jirbahlek……lanqas il-kap tieghek !,0,0,0,0,0,0,1
364,364,E,"So David if you are complaining there is not enough women in cabinet why are u not complaining about no ethnic minorities in cabinet? After all if u want equality then it should be equality for all? I'm not saying I think there should be minorities neither am I saying there should be more women,it's the best candidate not there sex or colour that should matter?",0,0,0,0,1,0,0
365,365,E,"So actually these people were fined what they would get out of 2 clients, when as reported earlier, some of them had even 12 clients a day.
There is also a plus..... that of them being deported.",1,0,1,0,1,0,0
366,366,E,"So all of a sudden a couple de grace FROM Metsola. She is is favour of open doors to immigration - legal or otherwise.
Apart from the superlatives other bloggers penned how about they comment on her stance?",0,0,0,0,1,0,0
367,367,E,"So many comments and arguments for and against but the truth is that with the present economic model this island will be ruined for good. Eventually it will also be run by foreigners and the few Maltese origin left will, again be colonized.",0,0,0,0,1,0,0
368,368,E,So the Prime Minister cannot speak about the outcome between European leaders.,1,0,0,0,0,0,0
369,369,E,"So, all the black foreign labourers running around don't officially fit in under 'registered foreign workers' ?",0,0,1,0,1,0,0
370,370,E,"Society should not bleed the nations taxes, to detain this creature, for the rest of it's lifetime. Far better, to strip it naked, and, release it in the African Game Reservations, to fend for itself. Ideally, within view of CCTV, so that the demise of this disgusting piece of filth, is made public to all.
To the Lady's family - may you find compassion and support in your time of need. God Bless.",1,1,1,0,1,1,0
371,371,E,"Sorry but I really dont see it that way.
Drugs have been around a long time
education from schools families and many sources have shown that drugs cause serious issues and can kill them and others but at one stage people make a choice
we cannot keep justifying atrocious acts on the drugs . It is the drugs taker who at one stage choices to try these drugs
if you dont take first drink you cant get drunk
likewise with drugs.
He kill a women and destroyed a family
he must be punished and Malta courts need to send a message if you do something in life you need to pay the consequences or this will happen again and again",1,0,0,0,1,0,0
372,372,E,Sounds to me you hate the place. Why don't you leave? the world is a big place.,0,0,1,0,1,1,0
373,373,E,"Speaking about mentality, I see everyone here blaming the police, not even considering the potential victims taking matters into their own hands.

There are so many studies showing the benefits of gun ownership in crime prevention.",0,0,0,0,0,0,1
374,374,E,Spot on Adrian,0,0,0,0,0,0,1
375,375,E,"Spot on Steve, the PL Finance minister Clyde Caruana is planning to push the population to 800,000.",0,0,0,0,1,0,0
376,376,E,Stop wasting my taxes on this bio rubbish. Put him to sleep and that's it,1,0,0,0,0,0,0
377,377,M,Strieh fis-sliem habib tieghi. J'alla jkollok paci f'qalbek daqs kemm ghandi jien. Tibzax wiegeb kemm trid. Mal-block list sejjer int. Lista li nzomm apposta ghal xi hadd b'iq ta 0 bhalek.. Xxxx,0,0,0,0,0,0,1
378,378,M,"Stupidu, la darba tisthi turi ismek. King Joseph Muscat ghamel il missioni tieghu qered lil PN darba ghall dejjem hu Lilek, he Lilek tak hu laqqat sa linqas farka b'xejn !
€6000 s for first time buyers.
Minimum Wage Increase after 25 years of PN Governments.
Education Financial benefits for Master Degrees
Increase in Children Allowances
Less Income tax and tax refunds
Free for everyone vouchers galore.
Latest free coupons for everyone during Covid 19
Free Vouchers Galore
FULL Employment with choice where one wants to work
NO increase in taxes of goods and services a
Diabetes strips and machine to test daily to all
25% less on water and Electricity
Upgrading of pensions to reflect cost of living
Free Childcare Centres for parents both working.
Free School Transport for students
Free Examinations Fees.",0,0,1,0,0,0,0
379,379,M,"Stupitaġġnijiet gravi ħiereġ bihom, Sur Pac. Jien mill-Labour ġid rajt minnhu u grazzi għaliħ familti u jien komdi ħafna. Ma jinteressanix fuq korruzzjoni li fuq kollox rajtha ġejja mit-tnax il- gvern li għaraft f'ħajti. Il-25 sena ta' Gvern Nazzjonalista kienu biss tkomplija fuq dak il- ġid li ħalla Mintoff warajħ, avolja fl-aħħar 5 snin ta' Gonzi PN telaquli bil-kbir. Telqu lili u mijiet oħra bħali, jekk mhux eluf ukoll. Ta' b' xejn baqgħu dawk il-maġġoranza.
Parir ngħatik. Ħu paċenżja bħal ma ħadna aħna. Tibqax tara kollu iswed.",0,1,0,1,1,0,0
380,380,E,"Sure of course, but you also need to be careful and not walk alone at night in strange streets if possible, just saying",1,0,0,0,0,1,0
381,381,E,"Surely the Times knows who were the doctors involved in this clear cut case .
Their names should be published. In my opinion they are not honest and cannot be trusted with medical care.",0,0,0,0,0,0,1
382,382,M,"Taht il-Ministru Byron Camilleri vera morna tajjeb ghax ma ghadhekx tara pulizija imkien. Kollox out of control, Ordni, Covid, Bini, Serq u gholi tal-hajja bl-addogg u tista tibqa sejjer.",0,0,1,0,1,0,0
383,383,E,"Tal misthijja. Jhekk kull mien hu hati ma jehilx fuq serqa bhall dien , alluru hafna mill prigunieri ghandhom jigu illiberati ghax ghamlu hafna inqas min hekk. Dan jghod ghal board ukoll. Dawn jew complici jew incompitenti.",0,0,0,0,0,1,0
384,384,M,Tal-biza' dawn in-nies. Igifieri min hu Malti imma mhux Kristjan mhuwiex Malti pur? X'injoranza!,0,0,0,0,0,0,1
385,385,E,Tell me how i can get rich in the UK and i will move there.,0,0,0,0,0,0,1
386,386,E,That IS wishful thinking. Don't hold your breath.,0,0,0,0,0,0,1
387,387,E,That comment is very rich coming from a lackey like you!,0,0,1,0,0,0,0
388,388,E,That is indeed a recipe for disaster.,1,1,1,1,0,0,0
389,389,E,"That is right. The police need to make the transition to manage these cases and seek to prevent them. I have every respect for the Police and they have done huge leap forwards recently eversince Gov., gave them the resources after the DCG murder happened.",0,0,0,0,0,0,1
390,390,E,That will be the day. Most of our so called independent journalists are biased to say the least,0,0,1,0,0,0,0
391,391,E,That's funny coming from a drainage hole like you.,1,1,1,0,1,0,0
392,392,M,That's nice kienet tgħid Mrs. Brown lil nies bħalhekk.,0,0,0,0,0,0,1
393,393,E,That's not how it works. There's something called Planning were the government decide how many shops are opened in the area and which services they can provide. Hopefully we'll learn how true planning works. Unfortunately I can't see it happening with Portelli's man at the helm.,0,0,0,0,1,0,0
394,394,E,"That's the whole justice system, including the Attorney General, the Advocate General, layers etc. I cannot find the Times article but even the police is sometimes considered part of the justice system.

The figures I quoted refer specifically to the law courts and the judiciary.",0,0,1,0,1,0,0
395,395,E,That's what I said... willful=premeditated... good...,0,0,0,0,0,0,1
396,396,E,"That's what they said 2% profit they should close down immediately as they are not contributing taxes perhaps only VAT,",0,0,1,0,0,0,0
397,397,E,That's why the Labour voter has been compared to Gahan.,1,1,1,0,1,0,0
398,398,E,"The Freeport is another of the PN’s hugely successful creations, the same PN “li qatt ma xejn”, Let’s see if Labour manages to screw it up.",1,0,0,0,0,0,0
399,399,E,The Imam will do a better job if he tries to build some bridges in his own country. Then he can think to build bridges with the European countries.,0,0,1,0,0,0,0
400,400,E,"The Imam, if he represents the Muslim community - hard to say really - needs to give attention to PR: Why wait so long? Why not organise such an occasion with other religious groups not excluding other 
Muslims often considered as heretics? Why use Friday (associated merely with Muslim prayer meetings)? Where there any women? The impression one gets is that the Muslim community had no choice but to organise this 'protest'. Bad PR all told.",0,0,1,0,1,0,0
401,401,E,"The Island Of Crime is simultaneously permitting many more millionaire ‘businessmen’ ? to become ‘citizens’ ? ; and Italian/Sicilian Mafia scumbags to wash their poisonous billions ☠️

Really MT?",1,0,0,0,0,1,0
402,402,E,The LP has become Don Quixote - fighting non existent enemies. So much more that can be done in Parliament! But Labour is short of useful ideas.,0,0,1,0,1,0,0
403,403,E,"The Vast majority do not trust Muscat !

The reasons why Maltese don't trust the judicial system have nothing to do with this case.

The lack of trust you might have has also nothing to do with the system but it has to do with the person in question.",0,0,0,0,0,0,1
404,404,E,"The board medics should shoulder the responsibility because they were the ones put there by the authorities for checks and balances.They simply did not do their duty.My question is,were they paid for closing,not one eye but two?",0,0,0,0,0,0,1
405,405,E,The bright ones are leaving. I live in a good area and almost every neighbor I have has at least one child living abroad. These days even elderly people are leaving as well. Two had sold off to live one in Tuscany and the other one in the UK.The one's staying here are the Gahans who aim for a security job or a government one.,1,0,0,0,0,0,0
406,406,E,The courts are the bastion to safe guard the people's interests.,0,0,0,0,0,0,1
407,407,E,The drug toxic junkie should be punished to forced labour until the last breath of his life.,1,0,0,0,0,1,0
408,408,E,The medical experts had already given their view about this ahole. Else his case would have already thrown out of court and he'd be sent to mental hospital,1,1,1,1,1,1,0
409,409,E,The most sensible comment on here.,0,0,0,0,1,0,0
410,410,E,"The only question that any sane person should be asking......who is going to be held responsible?? What repercussions are they going to endure?? Being Malta, nothing..... business as usual!!",0,0,1,0,1,0,0
411,411,E,"The opposition's mild reactions to all this corruption are astounding. If the shoe was on the other foot, Manuel Cuschieri would be calling for an insurrection and Joseph Muscat calling for the resignation of the whole government.

I don't know how the PN is managing to keep this up for such a long time with an election just around the corner",0,0,0,0,1,0,0
412,412,E,"The police did their part, it is our lane magistrates and judges who failed here.

Well, one cannot justify a murder but for a husband who loses his head completely, there should be a reason.",0,0,1,0,1,1,0
413,413,E,"The situation has risen due to Israel's inhumane ambition to destroy part of the civilian Palestinian population rather than concentrating its attacks on Hamas.

The situation could affect us worse than the Ukrainian war has affected us! Netanyahu is responsible for this!",0,1,0,0,0,0,0
414,414,E,"The word Islam still sends shudders through the minds of elements in Catholic Malta of the infidel taking root in this imagined Christian fortress. I had suggested that the Archbishop donate one of our empty and derelict churches to the Muslim 
community in a spirit of true religious ecumenism. I am sure God in heaven will be more than pleased with such a gesture. Indeed God does not seem 
to have objected to some former major churches being turned into mosques in Arab countries.",0,0,0,0,1,0,0
415,415,E,Then there's a possibility (however theoretical) that some (or all) of the board members were in on it?,0,0,1,0,1,0,0
416,416,E,There are mitigating measures such as for example electronic tagging which was introduced in other countries in case of domestic violence amongst others. This is apart from other prompt action by police…,0,0,0,0,1,0,0
417,417,E,"There cannot be one set of rules for one group and a different set for another. If the planning authorities in Malta approve houses, roads, flyovers and hotels all the time, I see no reason why the same should not go for places of worship regardless of denomination.

What goes for the goose must go for the gander. Places of worship do much less damage to the environment than factories.",1,1,0,0,0,0,0
